"","cpid","crop.name","crop.category","cropid","variable","value"
"1733","PALAMU","Jo(jowar)","CEREALS",104,"v5",1
"1734","PALAMU","Marua","CEREALS",105,"v5",1
"1736","PALAMU","Sawa","CEREALS",107,"v5",1
"1737","PALAMU","kodo ","CEREALS",108,"v5",1
"1738","PALAMU","jinora(Type of bajra)","CEREALS",109,"v5",1
"1739","PALAMU","Arhar","PULSES",201,"v5",1
"1740","PALAMU","Gram","PULSES",202,"v5",1
"1741","PALAMU","Masoor","PULSES",203,"v5",1
"1742","PALAMU","kurthi","PULSES",204,"v5",1
"1743","PALAMU","Bodi","PULSES",205,"v5",1
"1744","PALAMU","Urad","PULSES",206,"v5",1
"1745","PALAMU","khesari ","PULSES",207,"v5",1
"1746","PALAMU","Barai ","PULSES",208,"v5",1
"1749","PALAMU","Reri","OILSEEDS",301,"v5",1
"1751","PALAMU","Sarso(mustard)","OILSEEDS",303,"v5",1
"1752","PALAMU","Badam","OILSEEDS",304,"v5",1
"1753","PALAMU","Til(sesame)","OILSEEDS",305,"v5",1
"1754","PALAMU","Kudrum (crop used  for  making rope)","FIBRE",401,"v5",1
"1755","PALAMU","Mahua fruit","FRUIT",501,"v5",1
"1756","PALAMU","Aam(mango)","FRUIT",502,"v5",1
"1759","PALAMU","bell","FRUIT",505,"v5",1
"1762","PALAMU","Anar(pomergranate)","FRUIT",508,"v5",1
"1766","PALAMU","Awala(gooseberry)","FRUIT",512,"v5",1
"1771","PALAMU","Ar kena(Root vegetable )","VEGETABLE",601,"v5",1
"1773","PALAMU","Tamator(tomato)","VEGETABLE",603,"v5",1
"1774","PALAMU","Aalu(potato)","VEGETABLE",604,"v5",1
"1775","PALAMU","Pyaj(onion)","VEGETABLE",605,"v5",1
"1776","PALAMU","Baigan(brinjal)","VEGETABLE",606,"v5",1
"1777","PALAMU","Mulli(raddish)","VEGETABLE",607,"v5",1
"1778","PALAMU","Mircha(chillies)","VEGETABLE",608,"v5",1
"1779","PALAMU","Bhindi (okra)","VEGETABLE",609,"v5",1
"1781","PALAMU","Loki(bottle gourd)","VEGETABLE",611,"v5",1
"1783","PALAMU","Nenua","VEGETABLE",613,"v5",1
"1784","PALAMU","jhinga ","VEGETABLE",614,"v5",1
"1785","PALAMU","ol (Root vegetable)","VEGETABLE",615,"v5",1
"1787","PALAMU","Sem ","VEGETABLE",617,"v5",1
"1789","PALAMU","Bhatua","VEGETABLE",619,"v5",1
"1791","PALAMU","Kanda (Yam root)","VEGETABLE",621,"v5",1
"1792","PALAMU","botali ","VEGETABLE",622,"v5",1
"1794","PALAMU","Khira(cucumber)","VEGETABLE",624,"v5",1
"1795","PALAMU","palak(spinach)","VEGETABLE",625,"v5",1
"1796","PALAMU","dhania(coriander)","VEGETABLE",626,"v5",1
"1797","PALAMU","methi(fenugreek)","VEGETABLE",627,"v5",1
"1799","PALAMU","gajar(carrot)","VEGETABLE",629,"v5",1
"1801","PALAMU","Sakarkand(sweet potato)","VEGETABLE",631,"v5",1
"1802","BANKURA","Paddy","CEREALS",101,"v5",1
"1803","BANKURA","Wheat","CEREALS",102,"v5",1
"1804","BANKURA","Maize","CEREALS",103,"v5",1
"1805","BANKURA","Bajra","CEREALS",104,"v5",1
"1806","BANKURA","Raher ","PULSES",201,"v5",1
"1807","BANKURA","Chola","PULSES",202,"v5",1
"1808","BANKURA","Roma  ","PULSES",203,"v5",1
"1809","BANKURA","Mung","PULSES",204,"v5",1
"1810","BANKURA","Musur","PULSES",205,"v5",1
"1811","BANKURA","Matar ( Pea)","PULSES",206,"v5",1
"1812","BANKURA","Dumur ","PULSES",207,"v5",1
"1813","BANKURA","Mustard","OILSEEDS",301,"v5",1
"1814","BANKURA","Tisi ","OILSEEDS",302,"v5",1
"1815","BANKURA","Khasla ","OILSEEDS",303,"v5",1
"1816","BANKURA","Tamarind","FRUIT",501,"v5",1
"1817","BANKURA","Mango","FRUIT",502,"v5",1
"1818","BANKURA","Jam / kut (Blackberry)","FRUIT",503,"v5",1
"1819","BANKURA","jackfruit","FRUIT",504,"v5",1
"1820","BANKURA","Bel","FRUIT",505,"v5",1
"1821","BANKURA","amra (  mango)","FRUIT",506,"v5",1
"1822","BANKURA","Date","FRUIT",507,"v5",1
"1823","BANKURA","plum","FRUIT",508,"v5",1
"1824","BANKURA","Guvava","FRUIT",509,"v5",1
"1825","BANKURA","Custard Apple ","FRUIT",510,"v5",1
"1826","BANKURA","Kul ","FRUIT",511,"v5",1
"1827","BANKURA","Coconut","FRUIT",512,"v5",1
"1833","BANKURA","Suger Cane","FRUIT",518,"v5",1
"1834","BANKURA","Potato","VEGETABLE",601,"v5",1
"1835","BANKURA","Green Onion","VEGETABLE",602,"v5",1
"1836","BANKURA","Brinjal","VEGETABLE",603,"v5",1
"1837","BANKURA","Raddish","VEGETABLE",604,"v5",1
"1838","BANKURA","lau(bottle Gourd)","VEGETABLE",605,"v5",1
"1839","BANKURA","note Shak  (Leafy vegetable)","VEGETABLE",606,"v5",1
"1840","BANKURA","Malhan (French Beans)","VEGETABLE",607,"v5",1
"1841","BANKURA","Munga ( Drumstick)","VEGETABLE",608,"v5",1
"1842","BANKURA","Pepe (Papaya)","VEGETABLE",609,"v5",1
"1843","BANKURA","Saru/Alti (root vegetable)","VEGETABLE",610,"v5",1
"1844","BANKURA","Lady's Finger","VEGETABLE",611,"v5",1
"1845","BANKURA","Jhinga","VEGETABLE",612,"v5",1
"1846","BANKURA","Karla (Bitter Gourd )","VEGETABLE",613,"v5",1
"1847","BANKURA","Barbati","VEGETABLE",614,"v5",1
"1848","BANKURA","Kalmi Shak  (Leafy vegetable)","VEGETABLE",615,"v5",1
"1849","BANKURA","Kundri","VEGETABLE",616,"v5",1
"1850","BANKURA","Oll Kaphi  (root vegetable)","VEGETABLE",617,"v5",1
"1851","BANKURA","Kham Alu  (root vegetable)","VEGETABLE",618,"v5",1
"1852","BANKURA","Green Chillies","VEGETABLE",619,"v5",1
"1854","BANKURA","Palang Shak  (Leafy vegetable)","VEGETABLE",621,"v5",1
"1855","BANKURA","Purui / pui  (Leafy vegetable)","VEGETABLE",622,"v5",1
"1856","BANKURA","Tomato","VEGETABLE",623,"v5",1
"1857","BANKURA","Sim","VEGETABLE",624,"v5",1
"1860","BANKURA","Kulathi shak  (Leafy vegetable)","VEGETABLE",627,"v5",1
"1861","BANKURA","Hincha shak (Leafy vegetable)","VEGETABLE",628,"v5",1
"1862","BANKURA","Cauliflower","VEGETABLE",629,"v5",1
"1863","BANKURA","cabbage","VEGETABLE",630,"v5",1
"1864","BANKURA","pumpkin","VEGETABLE",631,"v5",1
"1865","BANKURA","Shosha (Cucumber)","VEGETABLE",632,"v5",1
"1866","KACHCHH","Jowar","CEREALS",101,"v6",1
"1867","KACHCHH","Bajra","CEREALS",102,"v6",1
"1868","KACHCHH","wheat","CEREALS",103,"v6",1
"1869","KACHCHH","Mug","PULSES",201,"v6",1
"1870","KACHCHH","Math","PULSES",202,"v6",1
"1872","KACHCHH","Aranda","OILSEEDS",301,"v6",1
"1873","KACHCHH","Tal (sesame)","OILSEEDS",302,"v6",1
"1874","KACHCHH","groundnut(mungfali)","OILSEEDS",303,"v6",1
"1875","KACHCHH","Raydo (Mustard)","OILSEEDS",304,"v6",1
"1877","KACHCHH","kapas(cotton)","FIBRE",401,"v6",1
"1881","KACHCHH","RIGAN (Brinjal)","VEGETABLE",601,"v6",1
"1892","KACHCHH","Sovin (Gouvar)","OTHERS",701,"v6",1
"1895","DEVAS","Makka(maize)","CEREALS",102,"v6",1
"1896","DEVAS","Dhan(paddy)","CEREALS",103,"v6",1
"1897","DEVAS","Rajgara","CEREALS",104,"v6",1
"1898","DEVAS","Bajra","CEREALS",105,"v6",1
"1899","DEVAS","Genhu(wheat)","CEREALS",104,"v6",1
"1900","DEVAS","Tuar","PULSES",201,"v6",1
"1901","DEVAS","Chana","PULSES",202,"v6",1
"1902","DEVAS","Chawla","PULSES",203,"v6",1
"1903","DEVAS","Urad","PULSES",204,"v6",1
"1904","DEVAS","Mung","PULSES",205,"v6",1
"1905","DEVAS","Soyabean","OILSEEDS",301,"v6",1
"1906","DEVAS","Mungfali(groundnut)","OILSEEDS",302,"v6",1
"1907","DEVAS","Tillee(sesame)","OILSEEDS",303,"v6",1
"1908","DEVAS","Kapas(cotton)","FIBRE",401,"v6",1
"1909","DEVAS","Aam(mango)","FRUIT",501,"v6",1
"1910","DEVAS","Nariyal(cocunut)","FRUIT",502,"v6",1
"1911","DEVAS","Jam","FRUIT",503,"v6",1
"1912","DEVAS","Jamun","FRUIT",504,"v6",1
"1913","DEVAS","Papita","FRUIT",505,"v6",1
"1914","DEVAS","Tarbuj","FRUIT",506,"v6",1
"1915","DEVAS","Kharbuj","FRUIT",507,"v6",1
"1916","DEVAS","Amrood","FRUIT",508,"v6",1
"1917","DEVAS","Sitafal","FRUIT",509,"v6",1
"1918","DEVAS","Anar","FRUIT",510,"v6",1
"1919","DEVAS","Temru","FRUIT",511,"v6",1
"1920","DEVAS","Khajur(dates)","FRUIT",512,"v6",1
"1921","DEVAS","Billa","FRUIT",513,"v6",1
"1922","DEVAS","Bair(Indian apple)","FRUIT",514,"v6",1
"1923","DEVAS","Mahua","FRUIT",515,"v6",1
"1924","DEVAS","Imali(tamarind)","FRUIT",516,"v6",1
"1925","DEVAS","Kaila","FRUIT",517,"v6",1
"1926","DEVAS","Awla(gooseberry)","FRUIT",518,"v6",1
"1927","DEVAS","Badam","FRUIT",519,"v6",1
"1930","DEVAS","Nimbu(lemon)","FRUIT",522,"v6",1
"1931","DEVAS","Narangi","FRUIT",523,"v6",1
"1933","DEVAS","Bhindi(okra)","VEGETABLE",601,"v6",1
"1934","DEVAS","Karela(bitter gourd)","VEGETABLE",602,"v6",1
"1935","DEVAS","Kakadi","VEGETABLE",603,"v6",1
"1936","DEVAS","Baingan(brinjal)","VEGETABLE",604,"v6",1
"1937","DEVAS","Gobhi(cauliflower)","VEGETABLE",605,"v6",1
"1938","DEVAS","Tamatar(tomato)","VEGETABLE",606,"v6",1
"1939","DEVAS","Gajar(carrot)","VEGETABLE",607,"v6",1
"1940","DEVAS","Muli(raddish)","VEGETABLE",608,"v6",1
"1941","DEVAS","Palak(spinach)","VEGETABLE",609,"v6",1
"1942","DEVAS","Maithi(fenugreek)","VEGETABLE",610,"v6",1
"1943","DEVAS","Aalu(potato)","VEGETABLE",611,"v6",1
"1944","DEVAS","Batla","VEGETABLE",612,"v6",1
"1945","DEVAS","Dhaniya(coriander)","VEGETABLE",613,"v6",1
"1946","DEVAS","Mirchi(chillies)","VEGETABLE",614,"v6",1
"1947","DEVAS","Arabi(taro)","VEGETABLE",615,"v6",1
"1948","DEVAS","Gilki","VEGETABLE",616,"v6",1
"1949","DEVAS","Gawarfali(cluster beans)","VEGETABLE",617,"v6",1
"1950","DEVAS","Loki(bottle gourd)","VEGETABLE",618,"v6",1
"1951","DEVAS","Kaddu(pumpkin)","VEGETABLE",619,"v6",1
"1952","DEVAS","Toriya (ridge gourd)","VEGETABLE",620,"v6",1
"1953","DEVAS","Tumadi","VEGETABLE",621,"v6",1
"1954","DEVAS","Jhumaki","VEGETABLE",622,"v6",1
"1955","DEVAS","Balar","VEGETABLE",624,"v6",1
"1956","DEVAS","Surjnafali","VEGETABLE",625,"v6",1
"1957","DEVAS","Haldi(turmeric)","VEGETABLE",626,"v6",1
"1958","DEVAS","Dangari","VEGETABLE",627,"v6",1
"1959","DEVAS","Amadi","VEGETABLE",628,"v6",1
"1960","DEVAS","Shakar-kand(sweet potato)","VEGETABLE",629,"v6",1
"1961","DEVAS","Soup","VEGETABLE",630,"v6",1
"1962","DEVAS","Arandi","VEGETABLE",631,"v6",1
"1963","KHANDWA","Jowar","CEREALS",101,"v6",1
"1964","KHANDWA","Maize","CEREALS",102,"v6",1
"1965","KHANDWA","Wheat","CEREALS",103,"v6",1
"1966","KHANDWA","Paddy","CEREALS",104,"v6",1
"1967","KHANDWA","Sawariya","PULSES",201,"v6",1
"1968","KHANDWA","Codu","PULSES",202,"v6",1
"1969","KHANDWA","Kutki","PULSES",203,"v6",1
"1970","KHANDWA","Badali","PULSES",204,"v6",1
"1971","KHANDWA","Gram","PULSES",205,"v6",1
"1972","KHANDWA","Tuwar","PULSES",206,"v6",1
"1973","KHANDWA","Urad","PULSES",207,"v6",1
"1974","KHANDWA","Mung","PULSES",208,"v6",1
"1975","KHANDWA","Chawala","PULSES",209,"v6",1
"1976","KHANDWA","Masoor","PULSES",210,"v6",1
"1977","KHANDWA","Soyabean","OILSEEDS",301,"v6",1
"1978","KHANDWA","mungfali (groundnut)","OILSEEDS",302,"v6",1
"1979","KHANDWA","tilli(sesame)","OILSEEDS",303,"v6",1
"1980","KHANDWA","Cotton","FIBRE",401,"v6",1
"1981","KHANDWA","Jam","FRUIT",501,"v6",1
"1982","KHANDWA","Aam(mango)","FRUIT",502,"v6",1
"1983","KHANDWA","Jamun(black plum)","FRUIT",503,"v6",1
"1984","KHANDWA","Ber (Indian apple)","FRUIT",504,"v6",1
"1985","KHANDWA","Aawala(gooseberry)","FRUIT",505,"v6",1
"1986","KHANDWA","Mahuwa","FRUIT",506,"v6",1
"1987","KHANDWA","Temru","FRUIT",507,"v6",1
"1988","KHANDWA","Nimbu(lemon)","FRUIT",508,"v6",1
"1989","KHANDWA","Sitafal(custard apple)","FRUIT",509,"v6",1
"1991","KHANDWA","papita(pappaya)","FRUIT",511,"v6",1
"1992","KHANDWA","katal (jackfruit)","FRUIT",512,"v6",1
"1993","KHANDWA","Imali(tamarind)","FRUIT",513,"v6",1
"1994","KHANDWA","Sugarcane","FRUIT",514,"v6",1
"1995","KHANDWA","Began(brinjal)","VEGETABLE",601,"v6",1
"1996","KHANDWA","Balar","VEGETABLE",602,"v6",1
"1997","KHANDWA","Palak(spinach)","VEGETABLE",603,"v6",1
"1998","KHANDWA","Methi(fenugreek)","VEGETABLE",604,"v6",1
"1999","KHANDWA","Bhindi(okra)","VEGETABLE",605,"v6",1
"2000","KHANDWA","Karela(bitter gourd)","VEGETABLE",606,"v6",1
"2001","KHANDWA","Gawarfali(cluster beans)","VEGETABLE",607,"v6",1
"2002","KHANDWA","Kadu(pumpkin)","VEGETABLE",608,"v6",1
"2003","KHANDWA","Gilki","VEGETABLE",609,"v6",1
"2004","KHANDWA","Muttor(peas)","VEGETABLE",610,"v6",1
"2005","KHANDWA","Loki(bottle gourd)","VEGETABLE",611,"v6",1
"2006","KHANDWA","Amadi ki bhaji","VEGETABLE",612,"v6",1
"2007","KHANDWA","mirch","VEGETABLE",613,"v6",1
"2010","MAHBUBNAGAR","rice","CEREALS",101,"v6",1
"2011","MAHBUBNAGAR","Jowar","CEREALS",102,"v6",1
"2012","MAHBUBNAGAR","Pachha jonna","CEREALS",103,"v6",1
"2013","MAHBUBNAGAR","Patthi","PULSES",201,"v6",1
"2014","MAHBUBNAGAR","Tella jonna","PULSES",202,"v6",1
"2015","MAHBUBNAGAR","kandi","PULSES",203,"v6",1
"2016","MAHBUBNAGAR","Black gram ","PULSES",204,"v6",1
"2017","MAHBUBNAGAR","Green gram ","PULSES",205,"v6",1
"2021","MAHBUBNAGAR","palli","OILSEEDS",301,"v6",1
"2023","MAHBUBNAGAR","Sunflower ","OILSEEDS",303,"v6",1
"2026","MAHBUBNAGAR","mango","FRUIT",501,"v6",1
"2029","MAHBUBNAGAR","Seethaphul","FRUIT",504,"v6",1
"2031","MAHBUBNAGAR","Manga pandu","FRUIT",506,"v6",1
"2032","MAHBUBNAGAR","Ganga reni pandu","FRUIT",507,"v6",1
"2033","MAHBUBNAGAR","Guava ","FRUIT",508,"v6",1
"2034","MAHBUBNAGAR","Sapota","FRUIT",509,"v6",1
"2035","MAHBUBNAGAR","Paalakura  (leafyvegetable)                                                                                                                                ","VEGETABLE",601,"v6",1
"2037","MAHBUBNAGAR","Gongura (leafy vegetable)","VEGETABLE",603,"v6",1
"2038","MAHBUBNAGAR","mirchi","VEGETABLE",604,"v6",1
"2039","MAHBUBNAGAR","Vankaaya","VEGETABLE",605,"v6",1
"2040","MAHBUBNAGAR","Benda ","VEGETABLE",606,"v6",1
"2043","MAHBUBNAGAR","Ulligadda","VEGETABLE",609,"v6",1
"2045","MALKANGIRI","bajra","CEREALS",101,"v6",1
"2046","MALKANGIRI","Paddy","CEREALS",102,"v6",1
"2047","MALKANGIRI","Ragi","CEREALS",103,"v6",1
"2050","MALKANGIRI","Boroboti","PULSES",201,"v6",1
"2051","MALKANGIRI","dongorrani","PULSES",202,"v6",1
"2052","MALKANGIRI","Horse gram","PULSES",203,"v6",1
"2053","MALKANGIRI","Jhudungo","PULSES",204,"v6",1
"2054","MALKANGIRI","pigeon pea","PULSES",205,"v6",1
"2055","MALKANGIRI","Black gram","PULSES",206,"v6",1
"2058","MALKANGIRI","seasame","OILSEEDS",302,"v6",1
"2059","MALKANGIRI","Ground nut","OILSEEDS",303,"v6",1
"2060","MALKANGIRI","Sun flower","OILSEEDS",304,"v6",1
"2061","MALKANGIRI","coconut","FRUIT",501,"v6",1
"2062","MALKANGIRI","banana","FRUIT",502,"v6",1
"2063","MALKANGIRI","cauli flower","PULSES",NA,"v6",1
"2064","MALKANGIRI","Kidney beans","PULSES",NA,"v6",1
"2065","MALKANGIRI","Ash gourd","PULSES",NA,"v6",1
"2066","MALKANGIRI","Pumpkin","PULSES",NA,"v6",1
"2067","MALKANGIRI","Radish","PULSES",NA,"v6",1
"2068","MALKANGIRI","Bilter gourd","PULSES",NA,"v6",1
"2069","MALKANGIRI","papaya","FRUIT",503,"v6",1
"2071","MALKANGIRI"," yam root","VEGETABLE",601,"v6",1
"2072","MALKANGIRI","ash gourd","VEGETABLE",602,"v6",1
"2073","MALKANGIRI","Banglore baigono(type of brinjal)","VEGETABLE",603,"v6",1
"2074","MALKANGIRI","Beans","VEGETABLE",604,"v6",1
"2076","MALKANGIRI","Black beans","VEGETABLE",606,"v6",1
"2077","MALKANGIRI","Bottle gourd","VEGETABLE",607,"v6",1
"2078","MALKANGIRI","Brinjal","VEGETABLE",608,"v6",1
"2079","MALKANGIRI","Butter beans","VEGETABLE",609,"v6",1
"2080","MALKANGIRI","cabbage","VEGETABLE",610,"v6",1
"2081","MALKANGIRI","mustard","VEGETABLE",611,"v6",1
"2084","MALKANGIRI","Eddoe ( root vegetable)","VEGETABLE",614,"v6",1
"2086","MALKANGIRI","Kidney beans","VEGETABLE",616,"v6",1
"2087","MALKANGIRI","kohlrabi","VEGETABLE",617,"v6",1
"2088","MALKANGIRI","Lady’s finger","VEGETABLE",618,"v6",1
"2089","MALKANGIRI","potato","VEGETABLE",619,"v6",1
"2090","MALKANGIRI","pumpkin","VEGETABLE",620,"v6",1
"2091","MALKANGIRI","radish","VEGETABLE",621,"v6",1
"2092","MALKANGIRI","ridge gourd","VEGETABLE",622,"v6",1
"2093","MALKANGIRI","Snake gourd","VEGETABLE",623,"v6",1
"2094","MALKANGIRI","sweet root","VEGETABLE",624,"v6",1
"2095","MALKANGIRI","Tomato","VEGETABLE",625,"v6",1
"2096","MALKANGIRI","ulo(root vegetable)","VEGETABLE",626,"v6",1
"2097","MALKANGIRI","Chilli","VEGETABLE",627,"v6",1
"2098","MALKANGIRI","dhonia(coriander)","VEGETABLE",628,"v6",1
"2099","MALKANGIRI","garlic","VEGETABLE",629,"v6",1
"2102","MALKANGIRI","Turmeric","VEGETABLE",632,"v6",1
"2103","PALAMU","Makka(maize)","CEREALS",101,"v6",1
"2104","PALAMU"," Dhan(paddy)","CEREALS",102,"v6",1
"2105","PALAMU","Genhu(wheat)","CEREALS",103,"v6",1
"2106","PALAMU","Jo(jowar)","CEREALS",104,"v6",1
"2107","PALAMU","Marua","CEREALS",105,"v6",1
"2109","PALAMU","Sawa","CEREALS",107,"v6",1
"2110","PALAMU","kodo ","CEREALS",108,"v6",1
"2112","PALAMU","Arhar","PULSES",201,"v6",1
"2113","PALAMU","Gram","PULSES",202,"v6",1
"2114","PALAMU","Masoor","PULSES",203,"v6",1
"2115","PALAMU","kurthi","PULSES",204,"v6",1
"2116","PALAMU","Bodi","PULSES",205,"v6",1
"2117","PALAMU","Urad","PULSES",206,"v6",1
"2119","PALAMU","Barai ","PULSES",208,"v6",1
"2124","PALAMU","Sarso(mustard)","OILSEEDS",303,"v6",1
"2126","PALAMU","Til(sesame)","OILSEEDS",305,"v6",1
"2128","PALAMU","Mahua fruit","FRUIT",501,"v6",1
"2130","PALAMU","Ber(Indian apple)","FRUIT",503,"v6",1
"2131","PALAMU","Amrud(guvava)","FRUIT",504,"v6",1
"2133","PALAMU","jamun(black plum)","FRUIT",506,"v6",1
"2134","PALAMU","lemon","FRUIT",507,"v6",1
"2135","PALAMU","Anar(pomergranate)","FRUIT",508,"v6",1
"2136","PALAMU","papita(pappaya)","FRUIT",509,"v6",1
"2137","PALAMU","kella(banana)","FRUIT",510,"v6",1
"2138","PALAMU","Emali(tamarind)","FRUIT",511,"v6",1
"2139","PALAMU","Awala(gooseberry)","FRUIT",512,"v6",1
"2141","PALAMU","Amara ( Type of Mango)","FRUIT",514,"v6",1
"2142","PALAMU","Dambha (Type of Orange)","FRUIT",515,"v6",1
"2143","PALAMU","Sarifa (Sitafal)","FRUIT",516,"v6",1
"2146","PALAMU","Tamator(tomato)","VEGETABLE",603,"v6",1
"2147","PALAMU","Aalu(potato)","VEGETABLE",604,"v6",1
"2148","PALAMU","Pyaj(onion)","VEGETABLE",605,"v6",1
"2149","PALAMU","Baigan(brinjal)","VEGETABLE",606,"v6",1
"2150","PALAMU","Mulli(raddish)","VEGETABLE",607,"v6",1
"2151","PALAMU","Mircha(chillies)","VEGETABLE",608,"v6",1
"2152","PALAMU","Bhindi (okra)","VEGETABLE",609,"v6",1
"2153","PALAMU","Karela(bitter gourd)","VEGETABLE",610,"v6",1
"2154","PALAMU","Loki(bottle gourd)","VEGETABLE",611,"v6",1
"2155","PALAMU","Cauliflower","VEGETABLE",612,"v6",1
"2156","PALAMU","Nenua","VEGETABLE",613,"v6",1
"2157","PALAMU","jhinga ","VEGETABLE",614,"v6",1
"2160","PALAMU","Sem ","VEGETABLE",617,"v6",1
"2161","PALAMU","Kohra(Pumpkin)","VEGETABLE",618,"v6",1
"2162","PALAMU","Bhatua","VEGETABLE",619,"v6",1
"2163","PALAMU","Katahar (Jack fruit)","VEGETABLE",620,"v6",1
"2165","PALAMU","botali ","VEGETABLE",622,"v6",1
"2166","PALAMU","Khekhasa ","VEGETABLE",623,"v6",1
"2167","PALAMU","Khira(cucumber)","VEGETABLE",624,"v6",1
"2168","PALAMU","palak(spinach)","VEGETABLE",625,"v6",1
"2169","PALAMU","dhania(coriander)","VEGETABLE",626,"v6",1
"2175","BANKURA","Paddy","CEREALS",101,"v6",1
"2176","BANKURA","Wheat","CEREALS",102,"v6",1
"2177","BANKURA","Maize","CEREALS",103,"v6",1
"2179","BANKURA","Raher ","PULSES",201,"v6",1
"2180","BANKURA","Chola","PULSES",202,"v6",1
"2181","BANKURA","Roma  ","PULSES",203,"v6",1
"2182","BANKURA","Mung","PULSES",204,"v6",1
"2183","BANKURA","Musur","PULSES",205,"v6",1
"2185","BANKURA","Dumur ","PULSES",207,"v6",1
"2186","BANKURA","Mustard","OILSEEDS",301,"v6",1
"2187","BANKURA","Tisi ","OILSEEDS",302,"v6",1
"2188","BANKURA","Khasla ","OILSEEDS",303,"v6",1
"2190","BANKURA","Mango","FRUIT",502,"v6",1
"2191","BANKURA","Jam / kut (Blackberry)","FRUIT",503,"v6",1
"2192","BANKURA","jackfruit","FRUIT",504,"v6",1
"2193","BANKURA","Bel","FRUIT",505,"v6",1
"2194","BANKURA","amra (  mango)","FRUIT",506,"v6",1
"2195","BANKURA","Date","FRUIT",507,"v6",1
"2196","BANKURA","plum","FRUIT",508,"v6",1
"2197","BANKURA","Guvava","FRUIT",509,"v6",1
"2198","BANKURA","Custard Apple ","FRUIT",510,"v6",1
"2199","BANKURA","Kul ","FRUIT",511,"v6",1
"2200","BANKURA","Coconut","FRUIT",512,"v6",1
"2201","BANKURA","Bedana (Pomergranate)","FRUIT",513,"v6",1
"2202","BANKURA","Orange","FRUIT",514,"v6",1
"2203","BANKURA","Lemon","FRUIT",515,"v6",1
"2207","BANKURA","Potato","VEGETABLE",601,"v6",1
"2208","BANKURA","Green Onion","VEGETABLE",602,"v6",1
"2209","BANKURA","Brinjal","VEGETABLE",603,"v6",1
"2210","BANKURA","Raddish","VEGETABLE",604,"v6",1
"2211","BANKURA","lau(bottle Gourd)","VEGETABLE",605,"v6",1
"2212","BANKURA","note Shak  (Leafy vegetable)","VEGETABLE",606,"v6",1
"2214","BANKURA","Munga ( Drumstick)","VEGETABLE",608,"v6",1
"2215","BANKURA","Pepe (Papaya)","VEGETABLE",609,"v6",1
"2216","BANKURA","Saru/Alti (root vegetable)","VEGETABLE",610,"v6",1
"2217","BANKURA","Lady's Finger","VEGETABLE",611,"v6",1
"2218","BANKURA","Jhinga","VEGETABLE",612,"v6",1
"2219","BANKURA","Karla (Bitter Gourd )","VEGETABLE",613,"v6",1
"2220","BANKURA","Barbati","VEGETABLE",614,"v6",1
"2221","BANKURA","Kalmi Shak  (Leafy vegetable)","VEGETABLE",615,"v6",1
"2222","BANKURA","Kundri","VEGETABLE",616,"v6",1
"2223","BANKURA","Oll Kaphi  (root vegetable)","VEGETABLE",617,"v6",1
"2224","BANKURA","Kham Alu  (root vegetable)","VEGETABLE",618,"v6",1
"2225","BANKURA","Green Chillies","VEGETABLE",619,"v6",1
"2226","BANKURA","Red Chillies","VEGETABLE",620,"v6",1
"2227","BANKURA","Palang Shak  (Leafy vegetable)","VEGETABLE",621,"v6",1
"2229","BANKURA","Tomato","VEGETABLE",623,"v6",1
"2230","BANKURA","Sim","VEGETABLE",624,"v6",1
"2232","BANKURA","Onion","VEGETABLE",626,"v6",1
"2233","BANKURA","Kulathi shak  (Leafy vegetable)","VEGETABLE",627,"v6",1
"2234","BANKURA","Hincha shak (Leafy vegetable)","VEGETABLE",628,"v6",1
"2235","BANKURA","Cauliflower","VEGETABLE",629,"v6",1
"2236","BANKURA","cabbage","VEGETABLE",630,"v6",1
"2237","BANKURA","pumpkin","VEGETABLE",631,"v6",1
"2238","BANKURA","Shosha (Cucumber)","VEGETABLE",632,"v6",1
"2239","KACHCHH","Jowar","CEREALS",101,"v7",1
"2240","KACHCHH","Bajra","CEREALS",102,"v7",1
"2242","KACHCHH","Mug","PULSES",201,"v7",1
"2243","KACHCHH","Math","PULSES",202,"v7",1
"2244","KACHCHH","Chana","PULSES",203,"v7",1
"2245","KACHCHH","Aranda","OILSEEDS",301,"v7",1
"2246","KACHCHH","Tal (sesame)","OILSEEDS",302,"v7",1
"2247","KACHCHH","groundnut(mungfali)","OILSEEDS",303,"v7",1
"2248","KACHCHH","Raydo (Mustard)","OILSEEDS",304,"v7",1
"2250","KACHCHH","kapas(cotton)","FIBRE",401,"v7",1
"2254","KACHCHH","RIGAN (Brinjal)","VEGETABLE",601,"v7",1
"2255","KACHCHH","Marcha (Mirchi)","VEGETABLE",602,"v7",1
"2256","KACHCHH","Tameta(Tomato)","VEGETABLE",603,"v7",1
"2257","KACHCHH","muli(raddish)","VEGETABLE",604,"v7",1
"2265","KACHCHH","Sovin (Gouvar)","OTHERS",701,"v7",1
"2266","KACHCHH","Isabgol","OTHERS",702,"v7",1
"2267","DEVAS","Jowar","CEREALS",101,"v7",1
"2268","DEVAS","Makka(maize)","CEREALS",102,"v7",1
"2269","DEVAS","Dhan(paddy)","CEREALS",103,"v7",1
"2270","DEVAS","Rajgara","CEREALS",104,"v7",1
"2271","DEVAS","Bajra","CEREALS",105,"v7",1
"2272","DEVAS","Genhu(wheat)","CEREALS",104,"v7",1
