"","cpid","crop.name","crop.category","cropid","variable","value"
"1","KACHCHH","Jowar","CEREALS",101,"v1",1
"2","KACHCHH","Bajra","CEREALS",102,"v1",1
"3","KACHCHH","wheat","CEREALS",103,"v1",1
"4","KACHCHH","Mug","PULSES",201,"v1",1
"5","KACHCHH","Math","PULSES",202,"v1",1
"7","KACHCHH","Aranda","OILSEEDS",301,"v1",1
"8","KACHCHH","Tal (sesame)","OILSEEDS",302,"v1",1
"9","KACHCHH","groundnut(mungfali)","OILSEEDS",303,"v1",1
"10","KACHCHH","Raydo (Mustard)","OILSEEDS",304,"v1",1
"16","KACHCHH","RIGAN (Brinjal)","VEGETABLE",601,"v1",1
"17","KACHCHH","Marcha (Mirchi)","VEGETABLE",602,"v1",1
"18","KACHCHH","Tameta(Tomato)","VEGETABLE",603,"v1",1
"27","KACHCHH","Sovin (Gouvar)","OTHERS",701,"v1",1
"29","DEVAS","Jowar","CEREALS",101,"v1",1
"30","DEVAS","Makka(maize)","CEREALS",102,"v1",1
"31","DEVAS","Dhan(paddy)","CEREALS",103,"v1",1
"32","DEVAS","Rajgara","CEREALS",104,"v1",1
"33","DEVAS","Bajra","CEREALS",105,"v1",1
"34","DEVAS","Genhu(wheat)","CEREALS",104,"v1",1
"35","DEVAS","Tuar","PULSES",201,"v1",1
"36","DEVAS","Chana","PULSES",202,"v1",1
"37","DEVAS","Chawla","PULSES",203,"v1",1
"38","DEVAS","Urad","PULSES",204,"v1",1
"39","DEVAS","Mung","PULSES",205,"v1",1
"40","DEVAS","Soyabean","OILSEEDS",301,"v1",1
"41","DEVAS","Mungfali(groundnut)","OILSEEDS",302,"v1",1
"42","DEVAS","Tillee(sesame)","OILSEEDS",303,"v1",1
"43","DEVAS","Kapas(cotton)","FIBRE",401,"v1",1
"44","DEVAS","Aam(mango)","FRUIT",501,"v1",1
"45","DEVAS","Nariyal(cocunut)","FRUIT",502,"v1",1
"46","DEVAS","Jam","FRUIT",503,"v1",1
"47","DEVAS","Jamun","FRUIT",504,"v1",1
"48","DEVAS","Papita","FRUIT",505,"v1",1
"49","DEVAS","Tarbuj","FRUIT",506,"v1",1
"50","DEVAS","Kharbuj","FRUIT",507,"v1",1
"51","DEVAS","Amrood","FRUIT",508,"v1",1
"52","DEVAS","Sitafal","FRUIT",509,"v1",1
"53","DEVAS","Anar","FRUIT",510,"v1",1
"54","DEVAS","Temru","FRUIT",511,"v1",1
"55","DEVAS","Khajur(dates)","FRUIT",512,"v1",1
"56","DEVAS","Billa","FRUIT",513,"v1",1
"57","DEVAS","Bair(Indian apple)","FRUIT",514,"v1",1
"58","DEVAS","Mahua","FRUIT",515,"v1",1
"59","DEVAS","Imali(tamarind)","FRUIT",516,"v1",1
"60","DEVAS","Kaila","FRUIT",517,"v1",1
"61","DEVAS","Awla(gooseberry)","FRUIT",518,"v1",1
"62","DEVAS","Badam","FRUIT",519,"v1",1
"64","DEVAS","Karunda","FRUIT",521,"v1",1
"65","DEVAS","Nimbu(lemon)","FRUIT",522,"v1",1
"66","DEVAS","Narangi","FRUIT",523,"v1",1
"67","DEVAS","Katar","FRUIT",524,"v1",1
"68","DEVAS","Bhindi(okra)","VEGETABLE",601,"v1",1
"69","DEVAS","Karela(bitter gourd)","VEGETABLE",602,"v1",1
"70","DEVAS","Kakadi","VEGETABLE",603,"v1",1
"71","DEVAS","Baingan(brinjal)","VEGETABLE",604,"v1",1
"72","DEVAS","Gobhi(cauliflower)","VEGETABLE",605,"v1",1
"73","DEVAS","Tamatar(tomato)","VEGETABLE",606,"v1",1
"74","DEVAS","Gajar(carrot)","VEGETABLE",607,"v1",1
"75","DEVAS","Muli(raddish)","VEGETABLE",608,"v1",1
"76","DEVAS","Palak(spinach)","VEGETABLE",609,"v1",1
"77","DEVAS","Maithi(fenugreek)","VEGETABLE",610,"v1",1
"78","DEVAS","Aalu(potato)","VEGETABLE",611,"v1",1
"79","DEVAS","Batla","VEGETABLE",612,"v1",1
"80","DEVAS","Dhaniya(coriander)","VEGETABLE",613,"v1",1
"81","DEVAS","Mirchi(chillies)","VEGETABLE",614,"v1",1
"82","DEVAS","Arabi(taro)","VEGETABLE",615,"v1",1
"83","DEVAS","Gilki","VEGETABLE",616,"v1",1
"84","DEVAS","Gawarfali(cluster beans)","VEGETABLE",617,"v1",1
"85","DEVAS","Loki(bottle gourd)","VEGETABLE",618,"v1",1
"86","DEVAS","Kaddu(pumpkin)","VEGETABLE",619,"v1",1
"87","DEVAS","Toriya (ridge gourd)","VEGETABLE",620,"v1",1
"88","DEVAS","Tumadi","VEGETABLE",621,"v1",1
"89","DEVAS","Jhumaki","VEGETABLE",622,"v1",1
"90","DEVAS","Balar","VEGETABLE",624,"v1",1
"91","DEVAS","Surjnafali","VEGETABLE",625,"v1",1
"92","DEVAS","Haldi(turmeric)","VEGETABLE",626,"v1",1
"93","DEVAS","Dangari","VEGETABLE",627,"v1",1
"94","DEVAS","Amadi","VEGETABLE",628,"v1",1
"95","DEVAS","Shakar-kand(sweet potato)","VEGETABLE",629,"v1",1
"96","DEVAS","Soup","VEGETABLE",630,"v1",1
"97","DEVAS","Arandi","VEGETABLE",631,"v1",1
"98","KHANDWA","Jowar","CEREALS",101,"v1",1
"99","KHANDWA","Maize","CEREALS",102,"v1",1
"100","KHANDWA","Wheat","CEREALS",103,"v1",1
"101","KHANDWA","Paddy","CEREALS",104,"v1",1
"102","KHANDWA","Sawariya","PULSES",201,"v1",1
"103","KHANDWA","Codu","PULSES",202,"v1",1
"104","KHANDWA","Kutki","PULSES",203,"v1",1
"105","KHANDWA","Badali","PULSES",204,"v1",1
"106","KHANDWA","Gram","PULSES",205,"v1",1
"107","KHANDWA","Tuwar","PULSES",206,"v1",1
"108","KHANDWA","Urad","PULSES",207,"v1",1
"109","KHANDWA","Mung","PULSES",208,"v1",1
"110","KHANDWA","Chawala","PULSES",209,"v1",1
"111","KHANDWA","Masoor","PULSES",210,"v1",1
"112","KHANDWA","Soyabean","OILSEEDS",301,"v1",1
"113","KHANDWA","mungfali (groundnut)","OILSEEDS",302,"v1",1
"114","KHANDWA","tilli(sesame)","OILSEEDS",303,"v1",1
"115","KHANDWA","Cotton","FIBRE",401,"v1",1
"116","KHANDWA","Jam","FRUIT",501,"v1",1
"117","KHANDWA","Aam(mango)","FRUIT",502,"v1",1
"118","KHANDWA","Jamun(black plum)","FRUIT",503,"v1",1
"119","KHANDWA","Ber (Indian apple)","FRUIT",504,"v1",1
"120","KHANDWA","Aawala(gooseberry)","FRUIT",505,"v1",1
"121","KHANDWA","Mahuwa","FRUIT",506,"v1",1
"122","KHANDWA","Temru","FRUIT",507,"v1",1
"123","KHANDWA","Nimbu(lemon)","FRUIT",508,"v1",1
"124","KHANDWA","Sitafal(custard apple)","FRUIT",509,"v1",1
"126","KHANDWA","papita(pappaya)","FRUIT",511,"v1",1
"127","KHANDWA","katal (jackfruit)","FRUIT",512,"v1",1
"128","KHANDWA","Imali(tamarind)","FRUIT",513,"v1",1
"129","KHANDWA","Sugarcane","FRUIT",514,"v1",1
"130","KHANDWA","Began(brinjal)","VEGETABLE",601,"v1",1
"131","KHANDWA","Balar","VEGETABLE",602,"v1",1
"132","KHANDWA","Palak(spinach)","VEGETABLE",603,"v1",1
"133","KHANDWA","Methi(fenugreek)","VEGETABLE",604,"v1",1
"134","KHANDWA","Bhindi(okra)","VEGETABLE",605,"v1",1
"135","KHANDWA","Karela(bitter gourd)","VEGETABLE",606,"v1",1
"136","KHANDWA","Gawarfali(cluster beans)","VEGETABLE",607,"v1",1
"137","KHANDWA","Kadu(pumpkin)","VEGETABLE",608,"v1",1
"138","KHANDWA","Gilki","VEGETABLE",609,"v1",1
"139","KHANDWA","Muttor(peas)","VEGETABLE",610,"v1",1
"140","KHANDWA","Loki(bottle gourd)","VEGETABLE",611,"v1",1
"141","KHANDWA","Amadi ki bhaji","VEGETABLE",612,"v1",1
"142","KHANDWA","mirch","VEGETABLE",613,"v1",1
"143","KHANDWA","Gajar(carrot)","VEGETABLE",614,"v1",1
"144","KHANDWA","Muli(raddish)","VEGETABLE",615,"v1",1
"145","MAHBUBNAGAR","rice","CEREALS",101,"v1",1
"146","MAHBUBNAGAR","Jowar","CEREALS",102,"v1",1
"147","MAHBUBNAGAR","Pachha jonna","CEREALS",103,"v1",1
"148","MAHBUBNAGAR","Patthi","PULSES",201,"v1",1
"149","MAHBUBNAGAR","Tella jonna","PULSES",202,"v1",1
"150","MAHBUBNAGAR","kandi","PULSES",203,"v1",1
"151","MAHBUBNAGAR","Black gram ","PULSES",204,"v1",1
"152","MAHBUBNAGAR","Green gram ","PULSES",205,"v1",1
"153","MAHBUBNAGAR","Horse gram","PULSES",206,"v1",1
"156","MAHBUBNAGAR","palli","OILSEEDS",301,"v1",1
"158","MAHBUBNAGAR","Sunflower ","OILSEEDS",303,"v1",1
"159","MAHBUBNAGAR","sesame","OILSEEDS",304,"v1",1
"162","MAHBUBNAGAR","Papaya","FRUIT",502,"v1",1
"163","MAHBUBNAGAR","Regu","FRUIT",503,"v1",1
"164","MAHBUBNAGAR","Seethaphul","FRUIT",504,"v1",1
"165","MAHBUBNAGAR","nalla neradi pandu","FRUIT",505,"v1",1
"168","MAHBUBNAGAR","Guava ","FRUIT",508,"v1",1
"169","MAHBUBNAGAR","Sapota","FRUIT",509,"v1",1
"170","MAHBUBNAGAR","Paalakura  (leafyvegetable)                                                                                                                                ","VEGETABLE",601,"v1",1
"171","MAHBUBNAGAR","Menthem  (leafyvegetable)                             ","VEGETABLE",602,"v1",1
"172","MAHBUBNAGAR","Gongura (leafy vegetable)","VEGETABLE",603,"v1",1
"173","MAHBUBNAGAR","mirchi","VEGETABLE",604,"v1",1
"174","MAHBUBNAGAR","Vankaaya","VEGETABLE",605,"v1",1
"175","MAHBUBNAGAR","Benda ","VEGETABLE",606,"v1",1
"177","MAHBUBNAGAR","Beerakaaya","VEGETABLE",608,"v1",1
"178","MAHBUBNAGAR","Ulligadda","VEGETABLE",609,"v1",1
"181","MALKANGIRI","Paddy","CEREALS",102,"v1",1
"182","MALKANGIRI","Ragi","CEREALS",103,"v1",1
"183","MALKANGIRI","sua (millets)","CEREALS",104,"v1",1
"185","MALKANGIRI","Boroboti","PULSES",201,"v1",1
"186","MALKANGIRI","dongorrani","PULSES",202,"v1",1
"187","MALKANGIRI","Horse gram","PULSES",203,"v1",1
"188","MALKANGIRI","Jhudungo","PULSES",204,"v1",1
"189","MALKANGIRI","pigeon pea","PULSES",205,"v1",1
"190","MALKANGIRI","Black gram","PULSES",206,"v1",1
"191","MALKANGIRI","Green gram","PULSES",207,"v1",1
"192","MALKANGIRI","Alsi","OILSEEDS",301,"v1",1
"193","MALKANGIRI","seasame","OILSEEDS",302,"v1",1
"194","MALKANGIRI","Ground nut","OILSEEDS",303,"v1",1
"195","MALKANGIRI","Sun flower","OILSEEDS",304,"v1",1
"196","MALKANGIRI","coconut","FRUIT",501,"v1",1
"197","MALKANGIRI","banana","FRUIT",502,"v1",1
"198","MALKANGIRI","cauli flower","PULSES",NA,"v1",1
"199","MALKANGIRI","Kidney beans","PULSES",NA,"v1",1
"200","MALKANGIRI","Ash gourd","PULSES",NA,"v1",1
"201","MALKANGIRI","Pumpkin","PULSES",NA,"v1",1
"202","MALKANGIRI","Radish","PULSES",NA,"v1",1
"203","MALKANGIRI","Bilter gourd","PULSES",NA,"v1",1
"206","MALKANGIRI"," yam root","VEGETABLE",601,"v1",1
"207","MALKANGIRI","ash gourd","VEGETABLE",602,"v1",1
"208","MALKANGIRI","Banglore baigono(type of brinjal)","VEGETABLE",603,"v1",1
"209","MALKANGIRI","Beans","VEGETABLE",604,"v1",1
"210","MALKANGIRI","Bitter gourd","VEGETABLE",605,"v1",1
"211","MALKANGIRI","Black beans","VEGETABLE",606,"v1",1
"212","MALKANGIRI","Bottle gourd","VEGETABLE",607,"v1",1
"213","MALKANGIRI","Brinjal","VEGETABLE",608,"v1",1
"215","MALKANGIRI","cabbage","VEGETABLE",610,"v1",1
"218","MALKANGIRI","Drumsticks","VEGETABLE",613,"v1",1
"219","MALKANGIRI","Eddoe ( root vegetable)","VEGETABLE",614,"v1",1
"222","MALKANGIRI","kohlrabi","VEGETABLE",617,"v1",1
"223","MALKANGIRI","Lady’s finger","VEGETABLE",618,"v1",1
"224","MALKANGIRI","potato","VEGETABLE",619,"v1",1
"225","MALKANGIRI","pumpkin","VEGETABLE",620,"v1",1
"226","MALKANGIRI","radish","VEGETABLE",621,"v1",1
"227","MALKANGIRI","ridge gourd","VEGETABLE",622,"v1",1
"229","MALKANGIRI","sweet root","VEGETABLE",624,"v1",1
"230","MALKANGIRI","Tomato","VEGETABLE",625,"v1",1
"234","MALKANGIRI","garlic","VEGETABLE",629,"v1",1
"235","MALKANGIRI","Ginger","VEGETABLE",630,"v1",1
"236","MALKANGIRI","onion","VEGETABLE",631,"v1",1
"237","MALKANGIRI","Turmeric","VEGETABLE",632,"v1",1
"238","PALAMU","Makka(maize)","CEREALS",101,"v1",1
"239","PALAMU"," Dhan(paddy)","CEREALS",102,"v1",1
"240","PALAMU","Genhu(wheat)","CEREALS",103,"v1",1
"241","PALAMU","Jo(jowar)","CEREALS",104,"v1",1
"247","PALAMU","Arhar","PULSES",201,"v1",1
"248","PALAMU","Gram","PULSES",202,"v1",1
"249","PALAMU","Masoor","PULSES",203,"v1",1
"250","PALAMU","kurthi","PULSES",204,"v1",1
"252","PALAMU","Urad","PULSES",206,"v1",1
"253","PALAMU","khesari ","PULSES",207,"v1",1
"254","PALAMU","Barai ","PULSES",208,"v1",1
"255","PALAMU","moong","PULSES",209,"v1",1
"256","PALAMU","Matar(peas)","PULSES",210,"v1",1
"258","PALAMU","Tisi","OILSEEDS",302,"v1",1
"259","PALAMU","Sarso(mustard)","OILSEEDS",303,"v1",1
"261","PALAMU","Til(sesame)","OILSEEDS",305,"v1",1
"264","PALAMU","Aam(mango)","FRUIT",502,"v1",1
"266","PALAMU","Amrud(guvava)","FRUIT",504,"v1",1
"273","PALAMU","Emali(tamarind)","FRUIT",511,"v1",1
"280","PALAMU","Aadi (Ginger)","VEGETABLE",602,"v1",1
"281","PALAMU","Tamator(tomato)","VEGETABLE",603,"v1",1
"282","PALAMU","Aalu(potato)","VEGETABLE",604,"v1",1
"283","PALAMU","Pyaj(onion)","VEGETABLE",605,"v1",1
"286","PALAMU","Mircha(chillies)","VEGETABLE",608,"v1",1
"287","PALAMU","Bhindi (okra)","VEGETABLE",609,"v1",1
"288","PALAMU","Karela(bitter gourd)","VEGETABLE",610,"v1",1
"289","PALAMU","Loki(bottle gourd)","VEGETABLE",611,"v1",1
"290","PALAMU","Cauliflower","VEGETABLE",612,"v1",1
"292","PALAMU","jhinga ","VEGETABLE",614,"v1",1
"294","PALAMU","lahsun(garlic)","VEGETABLE",616,"v1",1
"295","PALAMU","Sem ","VEGETABLE",617,"v1",1
"296","PALAMU","Kohra(Pumpkin)","VEGETABLE",618,"v1",1
"300","PALAMU","botali ","VEGETABLE",622,"v1",1
"303","PALAMU","palak(spinach)","VEGETABLE",625,"v1",1
"304","PALAMU","dhania(coriander)","VEGETABLE",626,"v1",1
"305","PALAMU","methi(fenugreek)","VEGETABLE",627,"v1",1
"310","BANKURA","Paddy","CEREALS",101,"v1",1
"311","BANKURA","Wheat","CEREALS",102,"v1",1
"312","BANKURA","Maize","CEREALS",103,"v1",1
"316","BANKURA","Roma  ","PULSES",203,"v1",1
"318","BANKURA","Musur","PULSES",205,"v1",1
"320","BANKURA","Dumur ","PULSES",207,"v1",1
"321","BANKURA","Mustard","OILSEEDS",301,"v1",1
"323","BANKURA","Khasla ","OILSEEDS",303,"v1",1
"324","BANKURA","Tamarind","FRUIT",501,"v1",1
"325","BANKURA","Mango","FRUIT",502,"v1",1
"326","BANKURA","Jam / kut (Blackberry)","FRUIT",503,"v1",1
"327","BANKURA","jackfruit","FRUIT",504,"v1",1
"328","BANKURA","Bel","FRUIT",505,"v1",1
"329","BANKURA","amra (  mango)","FRUIT",506,"v1",1
"330","BANKURA","Date","FRUIT",507,"v1",1
"331","BANKURA","plum","FRUIT",508,"v1",1
"332","BANKURA","Guvava","FRUIT",509,"v1",1
"334","BANKURA","Kul ","FRUIT",511,"v1",1
"342","BANKURA","Potato","VEGETABLE",601,"v1",1
"343","BANKURA","Green Onion","VEGETABLE",602,"v1",1
"344","BANKURA","Brinjal","VEGETABLE",603,"v1",1
"345","BANKURA","Raddish","VEGETABLE",604,"v1",1
"346","BANKURA","lau(bottle Gourd)","VEGETABLE",605,"v1",1
"347","BANKURA","note Shak  (Leafy vegetable)","VEGETABLE",606,"v1",1
"349","BANKURA","Munga ( Drumstick)","VEGETABLE",608,"v1",1
"350","BANKURA","Pepe (Papaya)","VEGETABLE",609,"v1",1
"351","BANKURA","Saru/Alti (root vegetable)","VEGETABLE",610,"v1",1
"352","BANKURA","Lady's Finger","VEGETABLE",611,"v1",1
"353","BANKURA","Jhinga","VEGETABLE",612,"v1",1
"354","BANKURA","Karla (Bitter Gourd )","VEGETABLE",613,"v1",1
"355","BANKURA","Barbati","VEGETABLE",614,"v1",1
"356","BANKURA","Kalmi Shak  (Leafy vegetable)","VEGETABLE",615,"v1",1
"362","BANKURA","Palang Shak  (Leafy vegetable)","VEGETABLE",621,"v1",1
"363","BANKURA","Purui / pui  (Leafy vegetable)","VEGETABLE",622,"v1",1
"364","BANKURA","Tomato","VEGETABLE",623,"v1",1
"365","BANKURA","Sim","VEGETABLE",624,"v1",1
"368","BANKURA","Kulathi shak  (Leafy vegetable)","VEGETABLE",627,"v1",1
"369","BANKURA","Hincha shak (Leafy vegetable)","VEGETABLE",628,"v1",1
"370","BANKURA","Cauliflower","VEGETABLE",629,"v1",1
"371","BANKURA","cabbage","VEGETABLE",630,"v1",1
"372","BANKURA","pumpkin","VEGETABLE",631,"v1",1
"373","BANKURA","Shosha (Cucumber)","VEGETABLE",632,"v1",1
"374","KACHCHH","Jowar","CEREALS",101,"v2",1
"375","KACHCHH","Bajra","CEREALS",102,"v2",1
"376","KACHCHH","wheat","CEREALS",103,"v2",1
"377","KACHCHH","Mug","PULSES",201,"v2",1
"378","KACHCHH","Math","PULSES",202,"v2",1
"380","KACHCHH","Aranda","OILSEEDS",301,"v2",1
"381","KACHCHH","Tal (sesame)","OILSEEDS",302,"v2",1
"382","KACHCHH","groundnut(mungfali)","OILSEEDS",303,"v2",1
"383","KACHCHH","Raydo (Mustard)","OILSEEDS",304,"v2",1
"389","KACHCHH","RIGAN (Brinjal)","VEGETABLE",601,"v2",1
"390","KACHCHH","Marcha (Mirchi)","VEGETABLE",602,"v2",1
"391","KACHCHH","Tameta(Tomato)","VEGETABLE",603,"v2",1
"400","KACHCHH","Sovin (Gouvar)","OTHERS",701,"v2",1
"403","DEVAS","Makka(maize)","CEREALS",102,"v2",1
"404","DEVAS","Dhan(paddy)","CEREALS",103,"v2",1
"406","DEVAS","Bajra","CEREALS",105,"v2",1
"407","DEVAS","Genhu(wheat)","CEREALS",104,"v2",1
"408","DEVAS","Tuar","PULSES",201,"v2",1
"409","DEVAS","Chana","PULSES",202,"v2",1
"410","DEVAS","Chawla","PULSES",203,"v2",1
"411","DEVAS","Urad","PULSES",204,"v2",1
"412","DEVAS","Mung","PULSES",205,"v2",1
"413","DEVAS","Soyabean","OILSEEDS",301,"v2",1
"414","DEVAS","Mungfali(groundnut)","OILSEEDS",302,"v2",1
"415","DEVAS","Tillee(sesame)","OILSEEDS",303,"v2",1
"416","DEVAS","Kapas(cotton)","FIBRE",401,"v2",1
"419","DEVAS","Jam","FRUIT",503,"v2",1
"420","DEVAS","Jamun","FRUIT",504,"v2",1
"421","DEVAS","Papita","FRUIT",505,"v2",1
"422","DEVAS","Tarbuj","FRUIT",506,"v2",1
"423","DEVAS","Kharbuj","FRUIT",507,"v2",1
"424","DEVAS","Amrood","FRUIT",508,"v2",1
"425","DEVAS","Sitafal","FRUIT",509,"v2",1
"426","DEVAS","Anar","FRUIT",510,"v2",1
"427","DEVAS","Temru","FRUIT",511,"v2",1
"428","DEVAS","Khajur(dates)","FRUIT",512,"v2",1
"429","DEVAS","Billa","FRUIT",513,"v2",1
"430","DEVAS","Bair(Indian apple)","FRUIT",514,"v2",1
"431","DEVAS","Mahua","FRUIT",515,"v2",1
"432","DEVAS","Imali(tamarind)","FRUIT",516,"v2",1
"441","DEVAS","Bhindi(okra)","VEGETABLE",601,"v2",1
"442","DEVAS","Karela(bitter gourd)","VEGETABLE",602,"v2",1
"443","DEVAS","Kakadi","VEGETABLE",603,"v2",1
"444","DEVAS","Baingan(brinjal)","VEGETABLE",604,"v2",1
"448","DEVAS","Muli(raddish)","VEGETABLE",608,"v2",1
"449","DEVAS","Palak(spinach)","VEGETABLE",609,"v2",1
"450","DEVAS","Maithi(fenugreek)","VEGETABLE",610,"v2",1
"451","DEVAS","Aalu(potato)","VEGETABLE",611,"v2",1
"452","DEVAS","Batla","VEGETABLE",612,"v2",1
"453","DEVAS","Dhaniya(coriander)","VEGETABLE",613,"v2",1
"454","DEVAS","Mirchi(chillies)","VEGETABLE",614,"v2",1
"455","DEVAS","Arabi(taro)","VEGETABLE",615,"v2",1
"456","DEVAS","Gilki","VEGETABLE",616,"v2",1
"457","DEVAS","Gawarfali(cluster beans)","VEGETABLE",617,"v2",1
"458","DEVAS","Loki(bottle gourd)","VEGETABLE",618,"v2",1
"459","DEVAS","Kaddu(pumpkin)","VEGETABLE",619,"v2",1
"460","DEVAS","Toriya (ridge gourd)","VEGETABLE",620,"v2",1
"461","DEVAS","Tumadi","VEGETABLE",621,"v2",1
"462","DEVAS","Jhumaki","VEGETABLE",622,"v2",1
"463","DEVAS","Balar","VEGETABLE",624,"v2",1
"464","DEVAS","Surjnafali","VEGETABLE",625,"v2",1
"466","DEVAS","Dangari","VEGETABLE",627,"v2",1
"467","DEVAS","Amadi","VEGETABLE",628,"v2",1
"470","DEVAS","Arandi","VEGETABLE",631,"v2",1
"471","KHANDWA","Jowar","CEREALS",101,"v2",1
"472","KHANDWA","Maize","CEREALS",102,"v2",1
"473","KHANDWA","Wheat","CEREALS",103,"v2",1
"474","KHANDWA","Paddy","CEREALS",104,"v2",1
"475","KHANDWA","Sawariya","PULSES",201,"v2",1
"476","KHANDWA","Codu","PULSES",202,"v2",1
"477","KHANDWA","Kutki","PULSES",203,"v2",1
"478","KHANDWA","Badali","PULSES",204,"v2",1
"479","KHANDWA","Gram","PULSES",205,"v2",1
"480","KHANDWA","Tuwar","PULSES",206,"v2",1
"481","KHANDWA","Urad","PULSES",207,"v2",1
"482","KHANDWA","Mung","PULSES",208,"v2",1
"483","KHANDWA","Chawala","PULSES",209,"v2",1
"484","KHANDWA","Masoor","PULSES",210,"v2",1
"485","KHANDWA","Soyabean","OILSEEDS",301,"v2",1
"486","KHANDWA","mungfali (groundnut)","OILSEEDS",302,"v2",1
"487","KHANDWA","tilli(sesame)","OILSEEDS",303,"v2",1
"488","KHANDWA","Cotton","FIBRE",401,"v2",1
"489","KHANDWA","Jam","FRUIT",501,"v2",1
"490","KHANDWA","Aam(mango)","FRUIT",502,"v2",1
"491","KHANDWA","Jamun(black plum)","FRUIT",503,"v2",1
"492","KHANDWA","Ber (Indian apple)","FRUIT",504,"v2",1
"493","KHANDWA","Aawala(gooseberry)","FRUIT",505,"v2",1
"494","KHANDWA","Mahuwa","FRUIT",506,"v2",1
"495","KHANDWA","Temru","FRUIT",507,"v2",1
"496","KHANDWA","Nimbu(lemon)","FRUIT",508,"v2",1
"497","KHANDWA","Sitafal(custard apple)","FRUIT",509,"v2",1
"499","KHANDWA","papita(pappaya)","FRUIT",511,"v2",1
"500","KHANDWA","katal (jackfruit)","FRUIT",512,"v2",1
"501","KHANDWA","Imali(tamarind)","FRUIT",513,"v2",1
"502","KHANDWA","Sugarcane","FRUIT",514,"v2",1
"503","KHANDWA","Began(brinjal)","VEGETABLE",601,"v2",1
"504","KHANDWA","Balar","VEGETABLE",602,"v2",1
"505","KHANDWA","Palak(spinach)","VEGETABLE",603,"v2",1
"506","KHANDWA","Methi(fenugreek)","VEGETABLE",604,"v2",1
"507","KHANDWA","Bhindi(okra)","VEGETABLE",605,"v2",1
"508","KHANDWA","Karela(bitter gourd)","VEGETABLE",606,"v2",1
"509","KHANDWA","Gawarfali(cluster beans)","VEGETABLE",607,"v2",1
"510","KHANDWA","Kadu(pumpkin)","VEGETABLE",608,"v2",1
"511","KHANDWA","Gilki","VEGETABLE",609,"v2",1
"512","KHANDWA","Muttor(peas)","VEGETABLE",610,"v2",1
"513","KHANDWA","Loki(bottle gourd)","VEGETABLE",611,"v2",1
"514","KHANDWA","Amadi ki bhaji","VEGETABLE",612,"v2",1
"515","KHANDWA","mirch","VEGETABLE",613,"v2",1
"516","KHANDWA","Gajar(carrot)","VEGETABLE",614,"v2",1
"517","KHANDWA","Muli(raddish)","VEGETABLE",615,"v2",1
"518","MAHBUBNAGAR","rice","CEREALS",101,"v2",1
"519","MAHBUBNAGAR","Jowar","CEREALS",102,"v2",1
"520","MAHBUBNAGAR","Pachha jonna","CEREALS",103,"v2",1
"521","MAHBUBNAGAR","Patthi","PULSES",201,"v2",1
"523","MAHBUBNAGAR","kandi","PULSES",203,"v2",1
"529","MAHBUBNAGAR","palli","OILSEEDS",301,"v2",1
"537","MAHBUBNAGAR","Seethaphul","FRUIT",504,"v2",1
"539","MAHBUBNAGAR","Manga pandu","FRUIT",506,"v2",1
"541","MAHBUBNAGAR","Guava ","FRUIT",508,"v2",1
"542","MAHBUBNAGAR","Sapota","FRUIT",509,"v2",1
"543","MAHBUBNAGAR","Paalakura  (leafyvegetable)                                                                                                                                ","VEGETABLE",601,"v2",1
"544","MAHBUBNAGAR","Menthem  (leafyvegetable)                             ","VEGETABLE",602,"v2",1
"545","MAHBUBNAGAR","Gongura (leafy vegetable)","VEGETABLE",603,"v2",1
"547","MAHBUBNAGAR","Vankaaya","VEGETABLE",605,"v2",1
"548","MAHBUBNAGAR","Benda ","VEGETABLE",606,"v2",1
"550","MAHBUBNAGAR","Beerakaaya","VEGETABLE",608,"v2",1
"551","MAHBUBNAGAR","Ulligadda","VEGETABLE",609,"v2",1
"554","MALKANGIRI","Paddy","CEREALS",102,"v2",1
"555","MALKANGIRI","Ragi","CEREALS",103,"v2",1
"558","MALKANGIRI","Boroboti","PULSES",201,"v2",1
"559","MALKANGIRI","dongorrani","PULSES",202,"v2",1
"560","MALKANGIRI","Horse gram","PULSES",203,"v2",1
"561","MALKANGIRI","Jhudungo","PULSES",204,"v2",1
"562","MALKANGIRI","pigeon pea","PULSES",205,"v2",1
"563","MALKANGIRI","Black gram","PULSES",206,"v2",1
"565","MALKANGIRI","Alsi","OILSEEDS",301,"v2",1
"566","MALKANGIRI","seasame","OILSEEDS",302,"v2",1
"567","MALKANGIRI","Ground nut","OILSEEDS",303,"v2",1
"568","MALKANGIRI","Sun flower","OILSEEDS",304,"v2",1
"569","MALKANGIRI","coconut","FRUIT",501,"v2",1
"570","MALKANGIRI","banana","FRUIT",502,"v2",1
"571","MALKANGIRI","cauli flower","PULSES",NA,"v2",1
"572","MALKANGIRI","Kidney beans","PULSES",NA,"v2",1
"573","MALKANGIRI","Ash gourd","PULSES",NA,"v2",1
"574","MALKANGIRI","Pumpkin","PULSES",NA,"v2",1
"575","MALKANGIRI","Radish","PULSES",NA,"v2",1
"576","MALKANGIRI","Bilter gourd","PULSES",NA,"v2",1
"577","MALKANGIRI","papaya","FRUIT",503,"v2",1
"578","MALKANGIRI","sugar cane","FRUIT",504,"v2",1
"580","MALKANGIRI","ash gourd","VEGETABLE",602,"v2",1
"581","MALKANGIRI","Banglore baigono(type of brinjal)","VEGETABLE",603,"v2",1
